template_group_id,representative_text,unique_member_count,raw_member_count,member_fingerprints,current_type,source_summary,suggested_type,suggestion_reason,proposed_type,review_status,reviewer,review_note
tpl_2fa8cd4ab036,너 말처럼 식품 가격만이라도 좀 내려가면 살만할 것 같은데...요즘 런치플레이션도 심각하고 ㅠㅠ.,1,1,2fa8cd4ab036247743cf41c88548580b91e22ee723c2999aad1a144eeb6d46df,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_30aa69504beb,야 오늘 게임 한판 하자,1,1,30aa69504beb9a59482f577de2e9dd844edba745b45ebbc6a89c239c41ee1f5e,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_31f528c2be28,[Web발신] 충주 ***변원 검진센터입니다. 검진결과 나왔으니 찾아가시기 바랍니다. 감사합니다.,1,1,31f528c2be28b050ec1569e00463eb09deb4f26fa841a18860b8f2fde9091cb9,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_323eb6cfe537,엄청나네. 그거 말고도 한국 드라마나 콘텐츠도 유행이야?,1,1,323eb6cfe5370f66a50ca0fd5a7a8424bd729c9057d163470162bff008065973,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_330d6bc0ec64,날씨도 좋은데 어디 놀러가면 짜짜 좋을 텐데 너희들은 어디 놀러 안 가?,1,1,330d6bc0ec647b5fba27876d80cdef79765306f85437ab452ffd6dad32a46bdc,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_3311c1d93d93,"최근 경기에서 왼쪽 대퇴사두근을 다쳐서 9월 영국에서 열린 A매치 웨일스, 사우디 아라비아 2연전에 결장했었엉.",1,1,3311c1d93d93cb5f10443da906257614c6ead8ee3de6573f26547509ae5209cd,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_3364a7396e2c,오*클피부과 [Web발신] 오*클피부과 성*점 ★★여름휴가  휴진안내★★ 7월30일(수)~8월2일(토)까지 여름휴가로 휴진합니다. 8월4일(월)부터 정상진료하오니 내원에 참고해 주세요. 진료에 불편을 드려 죄송합니다.,1,1,3364a7396e2c62b05bce5f42c49fc9697859159b21dbe384d9932e592de43e9f,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_336f2ea0bca9,진짜야? 몽골에도 한국 문화가 엄청난가 봐?,1,1,336f2ea0bca911f36db33934af9478bdfda1660eef31b80671f00b237d0026f3,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_338a125a2c7e,[Web발신] 모스시 C반 공지. 내일 오전 9시반에 수업있습니다. 1시긴정도 수업합니다. 황*태교수,1,1,338a125a2c7e9bac3aa623fc0d4a5c57fad9eabe480ac9dedfb1b9c53ffcdb31,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_340643ac085f,민*님 주의사항 보내드려요! 불편한 점 있으면 언제든 연락주세요~!,1,1,340643ac085f401dad843c15572b1f5e9d150c89a13a0c90a4002bd8437eb127,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_37066b8b214b,단언컨대 키링이 가장 유행하고 있음ㅋㅋ. 초등학생은 물론이고 어른들도 키링 진짜 많이 구매함...,1,1,37066b8b214b607a0acb56926543b03f09e1b11afc0c52709d9b61f5bb4ebbfc,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_37474d08d706,일상에 지쳐 있다가도 재밌게 여행다니는 거 보면 너무 좋아.,1,1,37474d08d7062e7a6f3d7419419b286d2eff25617e96a9f3e1f2d06cf5858588,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_383ae02c9a3f,오... 키링이 갑자기 왜 유행하고 있는거임?,1,1,383ae02c9a3f76df11b9af58e3b9290c8dc9fe36a8b156e5d39e84293e13fbe3,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_38e8b37a3a77,무족권 봐야지. MBC에서 방송 하니까 이번 주에 꼭 봐.,1,1,38e8b37a3a7748541b8dff60ca5f4ff25b9e09c9869e3781d376249e1106fdc2,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_397f7b41ebfe,우리 이번 주말에 등산 갈까?,1,1,397f7b41ebfebb20c9fb576dbb8a5b377c28b5fecb3960ed8402eecce5c697f4,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_3a6d89a14192,"지역 유망 예술가 발굴 프로젝트 시리즈로, 10월에 시작돼. 지역 예술가들의 공연인만큼 더욱 기대돼!",1,1,3a6d89a14192f975036c05dfb3805f9dd5d60bb204e49af34bea05102d990f76,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_3b777d3dcbe4,"엥, 왜 PSG랑 협의를 해? 선수가 아시안게임에 자국 국가대표로 출전하는 거면 무조건 차출 해야 하는 거 아님?",1,1,3b777d3dcbe4123c9beab7a4f1e6f039244e7b2014f9b1032e3a972270c131f1,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_3c25f5477084,"권은지 대표가 주최한 거라고 하더라. 권은지, 김은주, 홍재완, 정세영, 우창훈, 안다영 등이 연주할 거래.",1,1,3c25f5477084e2c54eb6676b971663a70418a8f228670032ed46722988a97bfc,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_3e6d4cfe2fc8,드디어 아시안게임 개막했다~. 재밌는 경기 실컷 볼 수 있어서 너무 신나ㅎㅎ.,1,1,3e6d4cfe2fc8f1cce1518622632ea2f3fb5998fd42ee64414e27d84c85f0f35e,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_40effa08f76d,맞아. 1990년 한-몽 양국 수교 이후 한국 드라마가 방영되면서 엄청난 인기를 끌게 되었대.,1,1,40effa08f76d5f67a25a0c0369c47e88bc4358eafe60b72c8314f986459ecb8d,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_4179f54dfe26,안녕하세요 엽떡입니다 😊 비할증으로 추가배달비 500원 발생해서 총 18500원입니다 번거롭게 해드려 죄송합니다 ㅜㅜ,1,1,4179f54dfe26365994664664a8621684d1b47818b3588d81bd890449acf218ee,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_44ac70c22435,"오호, 집 올라오는 길에 사서 차에서 먹어야겠다 ㅎㅎ.",1,1,44ac70c22435964a956e8332fbac2a1a4f66d2c0d7cb8a99f3c72ea159ff15fe,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_459f91d709a6,"거기에 선봉국수집이 있는데, 멸치국수랑 비빔국수 팔거든. 진짜 별미야.",1,1,459f91d709a6bb14924f640205afe1652a45c18a6b3a5aff6881e7f6f62805a9,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_46c8caa87276,알겠어. 여러 가지 다양한 콘서트가 있어서 좋네. 뭐가 또 있을까 궁금해.,1,1,46c8caa872762ad9a7ed9a0205217fe0744867fc655e350a89a1d1e3935983eb,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_496ca0b47424,다음 주에 시간 되면 얼굴 한번 보자,1,1,496ca0b47424b1765fe4e666abca2981143b62394101d3851c7a61150ebc7024,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_497a4125d43a,"국민비서에서 안내드립니다. [Web발신] [질병관리청] 코로나19 백신 3차접종 안내 박*정님은 코로나19 백신 3차접종 대상이십니다. 코로나19를 예방하고, 감염시 중증·사망 위험을 줄이기 위해 2차접종 후‘3개월(90일)’이 지나면 3차접종을 받으셔야 합니다. 아래와 같이 예약하거나 의료기관에 문의 후 3차접종을 꼭 받아주시기 바랍니다 - 예약: 12월 13일(월)부터 사전예약누리집(ncvr.kdca.go.kr)에서 예약 - 접종일: 2차접종일에서 90일 이후(예약일 기준 이틀 후 날짜부터 선택 가능) * 60세 이상 어르신은 예약 없이도 의료기관에 방문하여 접종 가능(의료기관에 접종 여부(휴진 등) 확인, 방문시 신분증 지참) 박*정님의 건강과 안전을 위해 빠른 시일 내에 3차접종을 받아 주시기 바랍니다. 감사합니다.",1,1,497a4125d43a77d0a81bfb61833ed65e914ccc66ea754b08479a58cf570d41b1,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상공공기관알림,APPROVED,pearseona,공공기관 발신 안내
tpl_4a805d171ae5,삼귀는 사이랑 같이 갈거임 ㅋㅋ. 백종원 예산시장 얘기하려는 거지? 거기 가봤어?,1,1,4a805d171ae5a2408af652cca1360c3fb96f7105e02ab48bcf8eb4eb7455a62f,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_4af3dec38107,[Web발신][LGU+]해이ㅗ에서 데이터 서비스 이용이 차단되었습니다. (MMS 수/발신은 이용,1,1,4af3dec3810700b693d758bc58550d2a514ebcc887cd4c3b30d1fec489c4bda2,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_4c134bbea200,나도 한번 봐야겠는걸? 어디에서 볼 수 있어?,1,1,4c134bbea200a40d01e47912d3654b986521efabfb5db11f5c82543798af7223,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_4c7fda436b34,그래? 난 티비를 잘 안 봐서 몰랐지ㅋㅋ. 그럼 거기서 여행은 누가 가?,1,1,4c7fda436b34ccf88385386c0d404cb1c55cf48ec819328e6762eb1c7fa400d8,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_4dc4fd34aa44,요즘 바빠서 연락 못했다 미안,1,1,4dc4fd34aa4483d0b26a32b1aa0cc4945454701fa2969fa81c14960c23577e8f,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_4f3d089d5282,장난이 아니구나. 이렇게 갑자기 유행하는 이유가 뭐지?,1,1,4f3d089d5282f4d469d6da093ccf897cbcbd11389db14f6d860fffd22f67b26f,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_51ca4ada569e,알겠어ㅋㅋ. 내가 꼭 보고 나서 너희들한테 제일 먼저 알려줄게.,1,1,51ca4ada569ec3290d4d43a3e0df9494795604a0839b8f3c7c70a8d2e02837e6,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_52b243ae5b2c,"국민비서에서 안내드립니다. [Web발신] [정부24] 민원처리 안내 김*현님의 민원이 [신청]되었습니다. ■ 신청 내용 민원명 : 주민등록표 등본(초본) 발급 신청일자 : 2023년 09월 22일 민원신청번호 : 202***22990***13-00* 처리기관명 : 충**도 안*시 행정안전국 자치민원과 처리기관 전화번호 : 0*1-521-*327 ▶ 상세확인 : 정부24 → MyGOV → 서비스 신청내역에서 확인 가능. 「정부24」는 신속하고 편리한 민원처리를 위해 최선을 다하겠습니다. - 궁금하신 사항은 자주묻는 질문을 이용해 주시기 바랍니다. ※ 타인 관련 내용을 수신한 경우, 정부24콜센터로 문의하세요 ■ 문의전화☏ 정부24 문의 : 1**8-21**",1,1,52b243ae5b2c5906b0f4edf3661eb1c72f176d74dfc9b8c8858fdd93929dae64,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상공공기관알림,APPROVED,pearseona,공공기관 발신 안내
tpl_547ac5870e2c,"최근 물가가 너무 많이 오르니까 정부가 대표 서민 식품인 라면만큼은 가격을 내릴 필요성이 있다고 거듭 언급하면서 빅4 라면업체인 농심, 오뚜기, 삼양, 팔도가 7월 1일부터 라면 가격을 낮췄거든!",1,1,547ac5870e2c7246cd96dff3aa538c7148343c6d0fed5344aa621024104cd106,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_5580c99edd32,"[Web발신] 안녕하십니까? 질병관리본부(콜센터☎1339)에서 감염병 정보를 안내해드립니다. 본 문자는 최근 지카바이러스 감염증 발생 국가를 방문한 국민에게 발송되는 문자입니다. 여행 후 2주 이내에 발진과 함께 관절통, 근육통, 결막염 등 증상이 있을 경우 '질병관리본부 콜센터 1339'로 신고하여 주시기 바라며, 의료기간에 방문하여 해외여행 이력을 말씀하신 후 진료를 받으시기 바랍니다. 발생 국가를 여행한 임신부의 경우 산부인과 전문의 상담이 필요합니다. 국민 여러분의 적극적인 협조 당부드립니다. ※ 해외여행 후 1개월 간 헌혈 금지, 2개월 간 콘돔 사용(배우자가 임신 중일 경우 임신기간 전체) ※ '감염병의 예방 및 관리에 관한 법률' 제 76조의2 제5항에 의거 귀하의 해외여행 이력은 의료기관에 전달되어 진료 시 참고가 되고 있으며, 관련 정보는 감염병 예방 및 관리의 목적으로만 활용되며 잠복기(14일) 경과 후 즉시 파기 됩니다.",1,1,5580c99edd3218684721ed377d478d39496755e1956427c69ec48ccedee48db8,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상공공기관알림,APPROVED,pearseona,공공기관 발신 안내
tpl_5719ad163e2e,"[스파클] 주문하신 상품 경비실에 맡겨두었습니다. 늘 건강하시고, 스파클 마시고 행복한 하루되세요. 감하삽니다(^^)",1,1,5719ad163e2e66c931c6c8543e5bf4a9a93539ccb9a6f491640c5f22b3ad2cd4,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상택배배송안내,APPROVED,pearseona,배송 상태·수령 안내
tpl_5788ba18aef4,여기는 훨씬 많은 제품을 인하했네 ㄷㄷ. 팔도의 경우는 어때?,1,1,5788ba18aef47f24a0165795eae832eb7598854c5703e8497c5bc65dda02a50c,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_57cffe9714b1,헐.. 몸 상태는 괜찮은가ㅠㅠ. 아시안게임에서는 다치지 않았음 좋겠다ㅠㅠ.,1,1,57cffe9714b1345b9f2cd6377ae3c0b4151905a733861cbbeb51134a078e46e0,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_5a40c3f63bec,"빅뱅에 의한 것으로 추정되는 우주의 탄생이랑 기원을 이해할 수 있도록 과학적 관측 자료를 모으는 거 ㅎㅎ. 나사에 따르면 초기의 우주, 은하의 변천, 항성의 생명주기, 외계의 발견 까지 총 4가지 테마로 주요 관측 활동이 이뤄진대.",1,1,5a40c3f63bec6e17241934bb1eaa1f04034fab09c6fc824f10926c01fc71e43d,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_5c5479d81f02,그렇구낭. 혹시 최근에 부상을 입었다거나 하진 않았지?,1,1,5c5479d81f028e8c080726f771347387722f0274578c15d79ac39b123e5f6fee,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_5d9ba9d968cb,너도 귀여운 키링 사서 가방에 달고 다녀ㅋㅋ.,1,1,5d9ba9d968cbdabd9b4195fa75f26fda3999f6975a0132673bc7f6f3166a03dd,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_5f3a11655d81,이강인 선수는 2019년 국제축구연맹 20세 이하 월드컵 준우승을 이끌며 대회 최우수선수에게 주는 골든볼을 수상한 전적이 있어. 그만큼 실력이 뛰어난 선수임.,1,1,5f3a11655d8186c91d23c63b75028732eae5a0a84079196553c3050b3f5d713f,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_6027c81ed0a6,"[Web발신] [신한카드,내부통지] OTP 이용으로 '스미싱예방서비스'가 해지되었습니다.",1,1,6027c81ed0a6e4c34bff7c53517ee0082b51f818ecd4ba42383e812c2e536894,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_60aced738636,그리고 그릭요거트 처럼 질감이 꾸덕해서 빵이나 크래커랑 같이 먹으면 잘 어울려ㅋㅋ.,1,1,60aced738636c31917e9dc613957ed3c0d5963a2aa417b94ab6cf430610891b1,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_62c92bf8de0a,그럼 누가 공연을 하는 거지?,1,1,62c92bf8de0a2c156699eadec10c64deb621600a03054e382243edfc2439635a,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_67d4419ebf73,11월에는 재패니메이션 OST 콘서트가 열려. 애니메이션 음악 좋아하는 사람에게는 참 좋은 기회일 거야.,1,1,67d4419ebf73e190f9269eba71b37e3c3fba296655405d8c0b0cb44facc2f37e,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_6b818d1bcc88,[천안서울안과] [Web발신] 000님의 생일을 진심으로 축하드립니다. 항상 즐겁고 행복한 시간 보내시긴 바랍니다. 천안서울안과,1,1,6b818d1bcc889de492158cbb27cc6fead5196d4d92e194550c0617b9ea94c9ce,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_6e612a61882b,트렌드를 이끄는 제니가 키링을 가방에 달았다고 하니까 나도 하고 싶어지네...,1,1,6e612a61882b25b07870c807c306a2e7386884c9365a77e5b9920e0e6d9b3535,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_6f15f28ab517,처음엔 좀 실망했는데 그 이야기를 들으니 나름 합리적인 것 같네 ㅇㅇ. 아무튼 빨리 물가가 안정되어서 힘든 일이 없었으면 좋겠어 ㅠㅠ.,1,1,6f15f28ab51707a01eece16b101f17e8de759d6fc25e335deb7308157fd0b636,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_6fa1e69a8254,오 그래? 라면 가격은 갑자기 왜 내려 간거야?,1,1,6fa1e69a8254be7c75cd5e96b48c258fa15c39fb1195f102b78555f5cc7f9911,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_70fc743b6c40,오... 꿀맛이겠다ㅠㅠ. 나 그릭요거트도 엄청 좋아하는데!,1,1,70fc743b6c40fb7f712a1b968a2aed72b0b2086796ed236f2b955dce428807e0,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_740f666aa55b,그러게. 다음에 만들어서 먹거나 사서 먹어봐!,1,1,740f666aa55ba32be0a4497f55b68d7252b36af6a7f6b007a5dba150c343a141,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_742a7d7f9ed7,"[Web발신] [NH농협은행,내부통지] OTP 이용으로 '스미싱예방서비스'가 해지되었습니다.",1,1,742a7d7f9ed7c25982d3ed18249bae522ced2c7d06655df0adeaeff9b4812a98,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_77278a2e5683,아..그렇구낭. 어쨌든 이강인 선수가 황선홍호에 합류해서 너무 다행이다ㅠㅠ.,1,1,77278a2e5683eafd5419c0275eb61bd2678328fca4fd4d5934aed15d50930fca,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_78262fdf9fde,나도 팬임ㅋㅋ. 근데 영상 보고 나서 기안84도 팬이 돼 버렸어.,1,1,78262fdf9fdeb08e69c258e8effe297885de8fd6679704e0e24e6fd6b58dd173,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_79f9661919d5,일단 반사경이 허블 망원경 직경보다 3배 더 커. 6.5m나 됨. 이거 덕분에 분해 능력이 더 좋아.,1,1,79f9661919d5f78c3246a4ea5bb5bc33ba4b9594a619197c1799297552786111,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_79fdeed36aa7,"[Web발신] [카카오뱅크,내부통지] OTP 이용으로 '스미싱예방서비스'가 해지되었습니다.",1,1,79fdeed36aa7c05d7d9b2d80c4cdb1326f812e59b472b6b7d71590e2ff58a371,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_7a8f337f72c9,오 굿이네. 예산시장 주차장은 어때? 괜찮아?,1,1,7a8f337f72c98d7881a78e8cef3f18ef1d9b0aeeb34c7decfde1170dcb2f7a61,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_7b0fa86ddd02,ㅎㅎ나도 그래. 어떤 꾸르잼 경기를 볼 수 있을지 너무 기대된다.,1,1,7b0fa86ddd02acd80b5d66ffb2609681e984678c71ae0b3f0f6ce849388202d0,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_7e803a109f40,말모. 우리나라가 지속적으로 다른 나라에 영향을 끼치면 참 좋겠어.,1,1,7e803a109f408087cdb6cfd6bf68485ec85ef31a3c21a0e46408fdc145c60722,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_7f026e83ae96,심심한데 통화 가능?,1,1,7f026e83ae96282123d3df4b4a085163beee862e82075cb28d1b51fa949bf22c,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_7fc907ff40a8,맞아. 난 마포 샌드커피 논탄토에서 처음 먹어봤는데 완전 맛있었어ㅋㅋ.,1,1,7fc907ff40a862b9f7c6ea34bc358720b10c020e044006d4bbcbbe90332feb20,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_80ec9a6262b4,난 축구가 제일 기대돼. 이번 2022 항저우아시안게임에 이강인 선수도 합류한대?,1,1,80ec9a6262b41bb74fd4aad4ca37cb69bbf51f2a32d4b17c14fa4913ed0dffdf,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_81ede268b7b4,네이버에서 키링 구경이나 해야지ㅋㅋ. 귀여운 거 있으면 바로 구매해야겠다ㅋㅋ.,1,1,81ede268b7b4dd0b1c5adbb70578b843ac3913830837509b0af87d8f114e9f2e,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_85d5ffc30c98,1번도 안 먹은 사람은 있어도 1번만 먹은 사람은 없대ㅋㅋ.,1,1,85d5ffc30c98a576e4ee63d081e91f22994a43389550110c683538af64e9c8ce,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_8621a0e991ef,[Web발신] (광고) 글라스스타 백석동입니다. 정기검사 받을시기가 됐습니다 무료수신거부 ***-156-**39,1,1,8621a0e991ef94c147a956420fb536f57728641dc59ca84a7852b5becae4a6a4,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상광고프로모션,APPROVED,pearseona,광고·쿠폰·프로모션 안내
tpl_868c8bcd2e5d,요즘 카이막이 핫해서 디저트 카페나 일반 카페에서도 많이 팔아!,1,1,868c8bcd2e5d71324167e64188eafad1c3c6d115ec08d33f87e6c6aa5e52d2fe,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_88414a670849,너무 다양한 프로그램이 많네. 이건 티켓 언제 예매할 수 있어?,1,1,88414a67084984f916b409e3bc704bd8a39d2b98d954db54a3795da656b526af,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_8a10480d3660,"[Web발신] [한국맥도날드유한회사] 안녕하세요, [강*우] 님. 정성껏 작성해주신 입사지원서의 접수가 완료되었습니다. 저희 회사의 맥도날드 경*두*역DT점에서 크루를 모집합니다.에 지원해주셔서 진심으로 감사드리며, 전형 결과는 빠른 시일내에 별도로 안내드리겠습니다. 한국맥도날드유한회사 인사팀 드림",1,1,8a10480d36601bb95f55e9060307b80164c2b2bff9e167cdbf229c78df9e1698,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_8b2c2657a3db,그럼 갑작스런 유행은 아니고 점점 스며들게 된 거구나.,1,1,8b2c2657a3dbdce16eab281d981ef4075aa33e336c7722cc2f6824166edb2ad3,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_8d442c40db32,"[Web발신] [토스뱅크,내부통지] OTP 이용으로 '스미싱예방서비스'가 해지되었습니다.",1,1,8d442c40db321b44488e196c9079860eaa7d9f61bf014737581a0b19fa77a370,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_8df8048ab943,"[Web발신] [외교부] 대만ㅇ 내 코로나19 감염 확산에 따른 개인 위생주의, 밀집 장소 마스크 학용 예방수칙 준수",1,1,8df8048ab94380d6c2984b161623d1c980cec901df1cbf7b628fe3c6861d840e,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상공공기관알림,APPROVED,pearseona,공공기관 발신 안내
