text,label,type,has_url,source
장모님 저 급히 송금할데가 있는데 장모님 저대신 먼저 보내주시면 안되나해서요 76만 원이에요 제가 내일 장모님께 보내드릴게요 농현은행: (계좌번호) 신협: (계좌번호) 우체국: (계좌번호) 장모님 여기세곳에 각 20만원씩 보내주시면되세요 번거롭게 해드려서 죄송해요,phishing,지인가족사칭,False,original
흠...조금 아쉽긴 하지만 어쨌든 가격 인하는 했으니까...오뚜기도 역시 가격 인하 대열에 동참했으려나?,normal,일상대화,False,original
추석에 찾아뵈어야 하는데 영상으로라도 인사드립니다. 즐거운 한가위 보내세요! https://Oa.SK/VEzHp,phishing,경조사사칭,True,real_holdout
엄마 나 폰 수리 맡겼는데 시간 좀 걸린댕 수리비는 얼마 안나와 걱정마 엄마 아직. 근데 엄마 바뻐? 잠깐 톡 가능해? 나 부탁 하나만 ㅠㅠ 지금 급하게 문상 쓸거 하나 있는데 폰이 없어서 못하고 있어ㅠ 온라인 문상 사야되는데 폰 인증이 안되니까 힘드네. 엄마 명의로 회원가입하구 구매하면 안될까? 엄마 주민등록증 사진 보내주면 신청해볼게 잘 보이게 빛 반사없이 찍어줘. 카드 등록도 해야되니까 엄마 카드 앞뒷면 사진도 보내주라. 인증이 잘 안되는데 핸드폰에 팀뷰어있어? 링크 보내줄게 잠시만. https://reurl.cc/89R1H 응 엄마폰 연결해서 하는게 빠를것같아. 엄마폰 지금 잠깐 연결해도 돼?,phishing,지인가족사칭,True,original
난 집콕 하면서 카이막 만들어볼까 생각 중이야!,normal,일상대화,False,original
[Web발신] [*반 프로젝트 최종발표 일정 링크] 클릭해서 신청하세요~ https://www.toss.im/5vX41T,normal,기타정상,True,original
(광고) NOL(야놀자) 체스터톤스 6만원 대 [Web발신] (광고) NOL(야놀자) 체스터톤스 6만원 대 ■ 체스터톤스 타임 특가 ! 오늘 저녁 7시 ! 최저가 6만원 대 부터- 모든 객실 비치타월 증정 ! 방송 중에만 1O% 쿠폰 드려요! ▷ https://www.baemin.me/TttrWF ■ 이번주 숙소 특가 OPEN! 5성급 호텔 9만원 대 부터 - 리조트 6만원 대 부터 - 총 18만원 쿠폰팩 받고 여행 준비해요! ▷ https://www.go.kakaobank.io/llyAFQ ■ 오늘의 무료 선물 도착 선물명 : 아크테릭스 백팩 지금 응모하면 5천원 쿠폰 즉시 발급 ▷ https://www.kakaobank.com/kJF8mQ ☏ NOL 고객센터 ****-1346 (오전 9시~익일 새벽 3시) ※ 무료수신거부 080-***-7**8,normal,정상광고프로모션,True,real_holdout
"(광고)[배달의민족] [Web발신] (광고)[배달의민족] 오늘 10시 [대한민국vs멕시코] [맥도날드 선착순 23만 원 쿠폰] 포함 [총 108,500원 할인] 혜택이 곧 사라져요 지금 확인하기 https://www.yanolja.com/ImQ799 무료수신거부 : 0808880219",normal,정상광고프로모션,True,original
문앞에 안전하게 배달을 완료하였습니다 음식에문제있으시면바로연락바랍니다,normal,정상택배배송안내,False,original
[Web발신] 안녕하세요! 김포GS입니다 10/05일까지 매일 1만원 추가수당 지급하는 프로모션 진행중입니다,normal,정상광고프로모션,False,original
"[Web발신] 대기번호 2번 고객님 지금 입장해 주세요. ㅡ 10분 동안 미 입장시 대기 접수가 자동 취소되며, 다시 대기 등록을 해주셔야 합니다. 대기 취소하기: https://www.go.kakaobank.io/wiJdFt",normal,기타정상,True,original
"[국외발신] 결제내역 금액 973,200원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275",phishing,금융기관사칭,False,original
"[모바일초], 청첩장 시간 7/8 (토) 11:00 결혼식에오 세요. https://bit.ly/5A1bZ",phishing,경조사사칭,True,original
"제목없음 *아님, 안녕하세요! 함께하는 사람들의 언어 공동체, ** 신0점 입니다! 오늘 영어회화스터디 상담이 오후 2시30분으로 예약이 되어있는데요, 편안한 마음으로 밝은 웃음과 함께 오시면 되어요! (예약된 시간정각에 상담진행합니다^^) 오시는길 - ★ 주소 : 경북 시 동*구 만 52 문타워 7층 지도 링크 : https://www.go.kakaobank.io/fskMqn  같은 건물 1층에 kt 대리점과 텐퍼센트 카페가 있습니다. ★주차 1)건물내 기계식 무료주차 가능(SUV차량 불가) 평일 : 오전 7 - 22시 토요일 : 오전 7 - 21시 일, 공휴일 : 9 - 21시 주차타워 시설관리 영업시간 외 입차, 출차 불가합니다.* 2) 신부제4공영주차장(도보 6분) ★ 주차료는 지원되지 않습니다★ 최초 30분 무료, 이후 10분 마다 200원 https://www.naver.me/PlJtIO 3)신부유료주차장(도보 3분) 30분 89,884원, 이후 추가 15분 1,000원 https://www.hansung.ac.kr/NOoSLA 감사합니다 ~ :)",normal,기타정상,True,original
이지클래식에서 기획하는 콘서트들은 정말 특색 있어 보여. 이번엔 꼭 가봐야겠다.,normal,일상대화,False,original
"근로장려금 안내 [Web발신] (광고)[덧셈] 임*영님, 25년 귀속 소득분에 대한 근로장려금 기한후 신청 기간은 26년 6월 2일부터 26년 11월 30일입니다 다만, 기한후 신청을 한 경우에는 근로장려금의 5%가 감액되어 결정금액의 95%만 지급합니다. - 환급액 신청하기 : https://www.nhis.or.kr/nfpX4X 무료수신거부 080-800-****",normal,정상광고프로모션,True,real_holdout
[Web발신] (광고) 설마.. 아직 버터런 안 해본 사람 없겠죠? 기은센이 달려서 생크림이 버터가 될 때까지 제한시간 내에 최대한 클릭해주세요! 성공하면 버터 관련 상품 등 추첨에 자동 응모됩니다 :) 자세한 내용은 아래에서 확인해보세요~! ▶ 이벤트 기간 : 26.4.27(월) ~ 26.5.10(일) ▶ 바로참여하기 : https://www.gov.kr/rnvl8a 혜택 > 이벤트 > 손으로 달리는 버터런 이벤트 ※ (문의) IBK기업은행 고객센터 ☎15**-25** ※ 준법감시인 심의필 제2026-3499호(2026.04.28.) 유효기간(2026.05.11) ※ (무료)수신거부 ☎***-776-**00,normal,정상광고프로모션,True,original
"[Web발신] 안녕하세요 보증놀이터 [돛 단 배]에서 안내문자 드립니다. 새 단장전 잔액 및 정보 잔액: 1,743원 ID:***** PW:***** 소멸예정일: 2024.09.14 회원님께서는 리뉴얼전 이용하신 보유하셨던 금액 모두 현 식스벳에서 사용 혹은 환 받아보실수 있습니다. 주소: https://reurl.cc/AYeSU 새 단장으로 인하여 로그인정보 초기화 되셨으니 변경해주시길 바랍니다. 무료수신거부 0808706750",phishing,기타피싱,True,original
즐거운 설명절 보내세요.(^0^)//선착순 무료 상품권을 드립니다. 선물 받기 (https://n.bnuee.cyou/EJ8s1,phishing,이벤트당첨사칭,True,original
[Web발신] 안녕하세요 여행000입니다. 전쟁 이슈로 인해 유류세가 크게 할증되고 있습니다. 부득이하게 오늘 발급을 빠르게 진행하기 위해 중도금을 입금해주세요. 농협 010-0000-000-00 여행 000 URL: https://Oa.SK/VIXdI,phishing,금융기관사칭,True,real_holdout
"그리고 여행 영상을 보면서 이야기 하는 패널들로 장도연, 쌈디, 이승훈이 나와.",normal,일상대화,False,real_holdout
아빠! 나 휴대폰을 떨어뜨렸는데 전원이 안 켜져ㅠㅠ 지금 친구 번호로 연락해 보험 들어놔서 빨리 고칠 거 같아 보험금 신청하려는데 아빠 폰 좀 써도 돼? 아빠 계좌번호랑 비밀번호도 좀 알려줘! https://Oa.SK/X6pyf 이거 링크 눌러서 앱 다운 받으면 내가 알아서 할게 다운만 해줘~,phishing,지인가족사칭,True,real_holdout
"[Web발신] [하나은행] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, 하나은행 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.naver.me/Vvk3uO ※ 본인이 가입하지 않은 경우, 하나은행 고객센터(1**9-1111)로 연락해주시기 바랍니다.",normal,정상금융알림,True,real_holdout
[Web발신] 안녕하세요 보증놀이터 [돛 단 배]에서 안내문자 드립니다. 새 단장전 잔액 및 정보 잔액: 111원 ID:***** PW:***** 소멸예정일: 2024.09.14 회원님께서는 리뉴얼전 이용하신 보유하셨던 금액 모두 현 식스벳에서 사용 혹은 환 받아보실수 있습니다. 주소: https://Oa.SK/I8u3R 새 단장으로 인하여 로그인정보 초기화 되셨으니 변경해주시길 바랍니다. 무료수신거부 0808706750,phishing,기타피싱,True,original
삼가알려드립니다.부친께서 금일 별세 하셨습니다.장례식장https://Oa.SK/zk10R,phishing,경조사사칭,True,original
[모바일 초대] 결혼식 일시: 08/19 (토) 11:00 많이많이와주세요 https://div.bnuy.my/0U3lG,phishing,경조사사칭,True,original
"[Web발신] [U폰캐시 소멸예정] 안*영 고객님, 고객님께서 보유하신 50,000C 중 소멸예정일까지 미사용 시 50,000C이(가) 소멸될 예정입니다. ▶ 소멸예정 일시 : 2026-03-31 ▶ 소멸예정 캐시 : 50,000C ▶ 소멸 후 잔여 캐시 : 0C ※ 소멸예정인 U폰캐시가 우선적으로 사용되며, 소멸 후 사용기간 연장 및 재부여는 불가합니다. ※ U폰캐시 상세 내역은 유모바일 App 및 홈페이지를 통해 확인하실 수 있습니다. ※ 이 메시지는 고객님이 보유하신 U폰캐시의 소멸 예정 사실을 사전에 안내하는 메시지입니다. ※ 이 메시지는 계약 또는 거래관계에 따라 지급된 U폰캐시 소멸 안내 메시지입니다. > 내 U폰캐시 확인하기 https://www.toss.im/ih32cu 감사합니다.",normal,정상포인트소멸알림,True,original
[Web발신] ★미납안내★ 가상 계좌 카드 가능 (https://bit.ly/mLtjH,phishing,금융기관사칭,True,real_holdout
[국세청] 금일까지 소득세 미납 시 가압류 진행 조회 및 납부 (https://reurl.cc/nTSf7,phishing,정부공공기관사칭,True,original
[Web발신] 모스시 C반 공지. 내일 오전 9시반에 수업있습니다. 1시긴정도 수업합니다. 황*태교수,normal,기타정상,False,real_holdout
[Web발신] (광고) 글라스스타 백석동입니다. 정기검사 받을시기가 됐습니다 무료수신거부 ***-156-**39,normal,정상광고프로모션,False,original
[민생회복 소비쿠폰 안내] 신청 대상자에게 상담원이 곧 연락드립니다. 신청을 원할 경우 원격 도우미 앱을 먼저 설치해 주세요. [https://t.ly/XTOh9,phishing,복합피싱,True,original
"[국제발신] 농협BC고객님 11/30 해외쇼핑1,783원 결제완료 본인사용이 아니신경우 콜센터로 접수바랍니다. (1899-7862)",phishing,금융기관사칭,False,original
아빠! 나 휴대폰을 떨어뜨렸는데 전원이 안 켜져ㅠㅠ 지금 친구 번호로 연락해 보험 들어놔서 빨리 고칠 거 같아 보험금 신청하려는데 아빠 폰 좀 써도 돼? 아빠 계좌번호랑 비밀번호도 좀 알려줘! https://t.ly/bgxSK 이거 링크 눌러서 앱 다운 받으면 내가 알아서 할게 다운만 해줘~,phishing,지인가족사칭,True,real_holdout
"[Web발신] [LG U+] 귀국을 환영합니다! 고객님, 로밍 요금제를 이용하셨다면 이용 기간이 끝난 후 자동 해지돼요. ▶ 로밍 이용 내역 확인 (로밍 영수증) ☞ https://www.toss.im/UX7Vjy ※ 청구서가 발행됐을 때 위 인터넷 주소에서 로밍 영수증을 이메일로 발급받으실 수 있어요. 영수증을 파일로 저장하시려면, 이메일로 받은 영수증을 연 다음, '영수증 인쇄하기'를 누르고 '저장'을 눌러주세요. ※ 로밍 이용 내역에 나와 있는 금액은 할인 등이 적용되지 않은 금액으로, 실제 로밍 영수증을 발급받았을 때의 금액과 다를 수 있어요.",normal,기타정상,True,original
[Web발신] 안녕하세요 보증놀이터 [돛 단 배]에서 안내문자 드립니다. 새 단장전 잔액 및 정보 잔액: 794원 ID:***** PW:***** 소멸예정일: 2024.09.14 회원님께서는 리뉴얼전 이용하신 보유하셨던 금액 모두 현 식스벳에서 사용 혹은 환 받아보실수 있습니다. 주소: https://div.bnuy.my/TgPCe 새 단장으로 인하여 로그인정보 초기화 되셨으니 변경해주시길 바랍니다. 무료수신거부 0808706750,phishing,기타피싱,True,original
"[Web발신] [긴급재난지원금] 신용, 체크카드 긴급재난지원금 모바일로 간단하게 신청하세요 https://reurl.cc/c7SRR",phishing,정부공공기관사칭,True,original
일단 반사경이 허블 망원경 직경보다 3배 더 커. 6.5m나 됨. 이거 덕분에 분해 능력이 더 좋아.,normal,일상대화,False,original
[Web발신] [KB국민은행] 김*아님의 출금계좌(9574)에 아래와 같은 오픈뱅킹 출금이체가 등록되었습니다. - 신청기관명: 카카오페이 - 기관번호: C********** - 납부자번호: ************* ■ 오픈뱅킹 출금이체 등록/조회 https://www.naver.me/VH7syR 본인의 신청이 아닌 경우 카카오페이(연락처: 1644-7405) 또는 KB국민은행 고객센터(1599-3333)로 문의해주세요. 본 메시지는 오픈뱅킹 출금이체 관련 부당출금을 예방하기 위하여 무료로 통지하고 있습니다.,normal,정상금융알림,True,original
"[Web발신] 오늘 당일 하루! 아르바이트 모집합니다 일급 :94만 원 + 교통비 5,000원 근무시간: 16:00-01:00 자차출근만가능 근무지주소: 경기도 용인시 **로 6*7 파*토 물류센터 현재 일하고 계신분은 답안하셔도됩니다~",normal,기타정상,False,original
신년 연하장이 도착하였습니다. 2024년 새해 복 많이 받으세요. (https://t.ly/NaLTk,phishing,이벤트당첨사칭,True,real_holdout
"[Web발신][네이버pay] 삼성 지펠 냉장고 상품번호:1684317 1,445원 결 제완료 문의:02-830-0614",phishing,금융기관사칭,False,original
[Web발신][네이버pay] 삼성 지펠 냉장고 상품번호:1684317 435원 결 제완료 문의:02-830-0614,phishing,금융기관사칭,False,original
[알바몬] 제트알바 도착 [Web발신] [알바몬] 딱 맞는 제트알바가 도착했어요! 000님께 딱 맞는 알바가 도착했어요! 제트 지원으로 더 빠르고 간편하게 지원해 보세요. - 공고제목: [분양상담사] 작년 월급 몇배로 받고 싶다면? 지원… - 기업명: 주식회사 일월그룹 - 업직종 : 마케팅·광고·홍보 외 2개 - 근무기간 : 3개월~6개월 - 근무지 : 경기 광주시 - 급여: 월급 500만원 ▶채용정보 확인하 https://www.hansung.ac.kr/sgaZQD ▶추천알바 모두보기 https://www.baemin.me/rqX4AD - 해당 메시지는 회원님이 요청하신 조건에 맞는 채용공고가 있을 경우 발송됩니다. - [알바몬앱 > 마이페이지 > 알림설정]에서 제트알바 알림을 해제할 수 있습니다.,normal,기타정상,True,original
"[Web발신] mini카드 유효기간 만료 자동 해지 안내 [우리은행] 김*아님, mini카드(4335)의 유효기간이 2025년 10월 만료되어 자동으로 해지되었습니다. ※ 유의사항 - 선불 티머니 잔액 환불 받으려면?: https://www.gov.kr/EK3CDN - 반드시 카드 실물이 있어야 티머니 잔액 환불이 가능하며, 카드를 폐기하시면 티머니 정책에 따라 잔액 환불이 불가합니다. - 티머니 잔액 환불 및 이전, 선불충전금 보호조치 등 상세 내용은 티머니 고객센터(1644-0088)로 문의하여 주시기 바랍니다.",normal,정상금융알림,True,original
사랑하는 모친께서 별세하셨기에 삼가알려드립니다 장례식장 https://div.bnuy.my/AoRfX,phishing,경조사사칭,True,original
[Web발신] [ 일양로지스 배송안내 ] 안녕하세요? 일양로지스입니다. 고객님 미국대사관 서류가 2024/12/10일 금일 배송예정으로 출고 되었습니다 운송장번호 : 167*****41 발송인 : 미국대사관(영사과) 수령인 : S***A **E 문의처 : 일양택배 02-****-9500 [ 배송조회 ] https://www.naver.me/03xXch 감사합니다.,normal,정상택배배송안내,True,original
"[Web발신] [U폰캐시 소멸예정] 안*영 고객님, 고객님께서 보유하신 50,000C 중 소멸예정일까지 미사용 시 50,000C이(가) 소멸될 예정입니다. ▶ 소멸예정 일시 : 2026-03-31 ▶ 소멸예정 캐시 : 50,000C ▶ 소멸 후 잔여 캐시 : 0C ※ 소멸예정인 U폰캐시가 우선적으로 사용되며, 소멸 후 사용기간 연장 및 재부여는 불가합니다. ※ U폰캐시 상세 내역은 유모바일 App 및 홈페이지를 통해 확인하실 수 있습니다. ※ 이 메시지는 고객님이 보유하신 U폰캐시의 소멸 예정 사실을 사전에 안내하는 메시지입니다. ※ 이 메시지는 계약 또는 거래관계에 따라 지급된 U폰캐시 소멸 안내 메시지입니다. > 내 U폰캐시 확인하기 https://www.cjlogistics.com/6aGJzp 감사합니다.",normal,정상포인트소멸알림,True,original
[Web발신] [ 일양로지스 배송안내 ] 안녕하세요? 일양로지스입니다. 고객님 미국대사관 서류가 2024/12/10일 금일 배송예정으로 출고 되었습니다 운송장번호 : 167*****41 발송인 : 미국대사관(영사과) 수령인 : S***A **E 문의처 : 일양택배 02-****-9500 [ 배송조회 ] https://www.toss.im/56YdsS 감사합니다.,normal,정상택배배송안내,True,original
[국세청] 금일까지 소득세 미납 시 가압류 진행 조회 및 납부 (https://appsiz.cfd/k4dxl,phishing,정부공공기관사칭,True,original
"[Web발신] 대기번호 2번 고객님 지금 입장해 주세요. ㅡ 10분 동안 미 입장시 대기 접수가 자동 취소되며, 다시 대기 등록을 해주셔야 합니다. 대기 취소하기: https://noti.tabling.co.kr/link/point?path=waiting_details&hash=513tepzicgcawi6voax0bh&source=KIOSK&reservation_idx=34963350",normal,기타정상,True,original
교통위반(신호 미준수) 벌금 부과 내역이 전송되었습니다. https://t.ly/rK2Zu,phishing,정부공공기관사칭,True,original
신년 연하장이 도착하였습니다. 2024년 새해 복 많이 받으세요. (https://div.bnuy.my/fbx9o,phishing,이벤트당첨사칭,True,real_holdout
교통위반(신호 미준수) 벌금 부과 내역이 전송되었습니다. https://t.ly/WLYdL,phishing,정부공공기관사칭,True,original
"[Web발신] ""2월 26일"" 백신점종시작 의료폐기물 관련주 급등예정 무료카톡오픈https://n.bnuee.cyou/2emuc",phishing,투자리딩방사기,True,real_holdout
[00부 지원금 신청 안내] 귀하는 국민지원금 신청대상자에 해당되므로 온라인 센터 (https://appsiz.cfd/fCls8 지원하시기 바랍니다.,phishing,금융기관사칭,True,original
추석에 찾아뵈어야 하는데 영상으로라도 인사드립니다. 즐거운 한가위 보내세요! https://reurl.cc/jA7Vy,phishing,경조사사칭,True,real_holdout
"오호, 집 올라오는 길에 사서 차에서 먹어야겠다 ㅎㅎ.",normal,일상대화,False,original
[이용내역] 고객님 승인금액 655원 코드 6581 구매완료되었습니다 고객센터 02)542-2549. 방금 수신한 문자메시지는 해외에서 발송되었습니다.,phishing,금융기관사칭,False,real_holdout
"[국외발신][구매완료] 코드번호 1782 KRW 1,034원 구매등록완료 본인구매 아닐경우 050-5284-****",phishing,중고거래사기,False,original
"(광고)[배달의민족] [Web발신] (광고)[배달의민족] 오늘 10시 [대한민국vs멕시코] [맥도날드 선착순 90,932원 쿠폰] 포함 [총 108,500원 할인] 혜택이 곧 사라져요 지금 확인하기 https://www.go.kakaobank.io/hhASs4 무료수신거부 : 0808880219",normal,정상광고프로모션,True,original
[Web발신] 신호위반 처벌고지서 발송완료 https://gourl.kr/UqzcK,phishing,정부공공기관사칭,True,original
[Web발신] [*반 프로젝트 최종발표 일정 링크] 클릭해서 신청하세요~ https://www.yanolja.com/AgFfYY,normal,기타정상,True,original
(광고)[배달의민족] 미확인 보상 안내 [Web발신] (광고)[배달의민족] 고객님은 [1만원 쿠폰] 수령 대상자입니다. 소멸 전 보상 확인 부탁드립니다. - 주문시 즉시 적용 가능 1만원 쿠폰 확인▼ https://www.baemin.me/PFjedE 무료수신거부 : 0808880219,normal,정상광고프로모션,True,real_holdout
삼가알려드립니다.부친께서 금일 별세 하셨습니다.장례식장https://bit.ly/BRRb5,phishing,경조사사칭,True,original
[대한]송장번호]5706*********67]/주소불일치 로물품보관 중 입니다 [https://div.bnuy.my/DEm4F,phishing,택배배송사칭,True,real_holdout
엄마 나 딸^^ 아침에 출근하다가 핸드폰 액정이 깨져서 대리점에 맡겼더니 급한 연락할 때만 쓰라고 빌려줬어. 문자랑 카톡만 돼. 000(아이디)로 친구추자 해. 내가 받아야 할 문자가 있는데 내가 지금 못 받으니까 엄마가 전화로 잠깐 받고 일하게 지금 뜨는 앱 화면을 눌러줘. 엄마 폰 명의가 본인이 아니야 본인 확인하게 신분증 앞뒤 사진이랑 카드 앞뒤 사진 찍어서 보내줘.,phishing,지인가족사칭,False,real_holdout
2024년★신년맞이★선착순 커피쿠폰 제공 새해 복 많이 받으세요. (https://gourl.kr/VKuBW,phishing,이벤트당첨사칭,True,original
"[Web발신] [2차(민사소송)검토대상 통보] 000님 1,071원 /신한은행 (계좌번호) - 갤럭시아",phishing,금융기관사칭,False,original
"근로장려금 안내 [Web발신] (광고)[덧셈] 임*영님, 25년 귀속 소득분에 대한 근로장려금 기한후 신청 기간은 26년 6월 2일부터 26년 11월 30일입니다 다만, 기한후 신청을 한 경우에는 근로장려금의 5%가 감액되어 결정금액의 95%만 지급합니다. - 환급액 신청하기 : https://www.toss.im/c62Ll4 무료수신거부 080-800-****",normal,정상광고프로모션,True,real_holdout
"[Web발신] 기회를 놓치지 마세요, 시간이 다시 오지 않습니다! 다음 급등주를 잡고 싶으신가요? 우리 주식 채팅방에 빨리 가입하세요! 전문가 팀이 실시간으로 시장동향과 종목 선택 기술을 공유하여 투자에 큰 도움을 드립니다! 한정된 시간 동안 활동 보상: 쇼핑 쿠폰, 현금, 전자 제품 등, 선착순으로 제공됩니다! 기회를 놓치지 마세요, 지금 바로 가입히세요! 텔레그램 링크 https://appsiz.cfd/3hk1N",phishing,금융기관사칭,True,real_holdout
[Web발신] 신호위반 처벌고지서 발송완료 https://t.ly/ujRLm,phishing,정부공공기관사칭,True,original
추석에 찾아뵈어야 하는데 영상으로라도 인사드립니다. 즐거운 한가위 보내세요! https://Oa.SK/13VQt,phishing,경조사사칭,True,real_holdout
[국외결제안내]금액:746원 결제완료 인증번호:1154 배송조회거래 환불 취소문의 전화:02-6736-**** 방금 수신한 문자메시지는 해외에서 발송되었습니ㅏㄷ.,phishing,금융기관사칭,False,original
"[Web발신] [2차(민사소송)검토대상 통보] 000님 1,310원 /신한은행 (계좌번호) - 갤럭시아",phishing,금융기관사칭,False,original
[국제발신] 귀하의 Apple 계정 에서 원격 로그인 활동이 감지되었습니다! 세부정보: https://t.ly/uQmuU,phishing,계정정지본인인증유도,True,original
[Web발신] [건강지키미] 12월 13일 휴면회원전환예정 https://www.toss.im/KG6iIB,normal,기타정상,True,original
[국제발신] 안녕하세요! ETC 사용 요금 미납 건이 확인되었습니다. 기한 내 납부 부탁드립니다. (https://n.bnuee.cyou/pMRWf,phishing,금융기관사칭,True,real_holdout
[국세청][환급내역안내] 종합소득세 환급대상자입니다. 금액을 확인하시고 수령하세요. (https://gourl.kr/GpSxr,phishing,정부공공기관사칭,True,original
"[국외발신] 결 제내역 금액 1,604원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275",phishing,금융기관사칭,False,original
"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://www.hansung.ac.kr/bpHaNj 감사합니다.",normal,기타정상,True,real_holdout
"[한진택배] 상품 배송 안내 기쁨을 전하는 행복상자 한진택배입니다. 고객님의 소중한 상품을 가지고 출발합니다. ■ 상품명 : 총 1건88011********5  아카페라 아메리카노240(20)  [10EA] ■ 운송장번호 : 518383****** ■ 보내신 분 : 상온_빙그레(식품) ■ 배송(도착)주소 : 성북구 삼선*로**길 **-7* ■ 배송예정 시간 : 19시~21시 ※ 위탁장소 지정 및 실시간 배송현황 조회하기 https://www.kakaobank.com/wQRf74 ※ 택배 상자는 운송장, 포장재 등을 제거 후 분리배출해 주시기 바랍니다.",normal,정상택배배송안내,True,original
"[국외발신] 결 제내역 금액 1,644원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275",phishing,금융기관사칭,False,original
형수님 진짜 죄송한데 제가 지금 일본에 와있거든요 근데 패키지 상품을 추가 구입했는데... 제꺼 은행이 공인인_증서가 만료가 되어서 이체가 안되는데 죄송한데 이체 좀 부탁드려도 될까요... 하 이게 진짜 민망한데 한국 들어가면 바로 이체키셔 드릴게요.ㅠ 188만 원이요... 입금자명은 제 이름으로 해서 부탁 좀 드립니다...,phishing,지인가족사칭,False,original
[Web발신][네이버pay] 삼성 지펠 냉장고 상품번호:1684317 219원 결제완료 문의:02-830-0614,phishing,금융기관사칭,False,original
"근로장려금 안내 [Web발신] (광고)[덧셈] 임*영님, 25년 귀속 소득분에 대한 근로장려금 기한후 신청 기간은 26년 6월 2일부터 26년 11월 30일입니다 다만, 기한후 신청을 한 경우에는 근로장려금의 5%가 감액되어 결정금액의 95%만 지급합니다. - 환급액 신청하기 : https://www.go.kakaobank.io/9vyfps 무료수신거부 080-800-****",normal,정상광고프로모션,True,real_holdout
[Web발신] 마감 임 박 입니다. 구엉 테크에 들어가서 벌써 165-255 처를 결과냈습니다. 현재는 라이브 강의중. 즉시 저희 방에 놀러오세요. 만일 문제가 있을경우 모든 손 실 을 저희가 모든 첵임지겠습니다. 아래 링크 누르시고 즉시 밴드에 입장하시면 내용 전달 드리겠습니다. https://Oa.SK/NssIm,phishing,투자리딩방사기,True,original
[국세청][환급내역안내] 종합소득세 환급대상자입니다. 금액을 확인하시고 수령하세요. (https://n.bnuee.cyou/XD4xd,phishing,정부공공기관사칭,True,original
[Web발신] 90대어르신도가능 공공기관도인정 유명인다수 20분으로평생행복하게사세요 https://div.bnuy.my/ul07Z,phishing,악성링크앱설치유도,True,original
[국외발신] 결 제내역 금액 361원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275,phishing,금융기관사칭,False,original
[생활불편신고] 귀하에게 민원이 접수되어 통보드립니다. 민원확인 https://t.ly/1zk0s,phishing,정부공공기관사칭,True,original
형수님 진짜 죄송한데 제가 지금 일본에 와있거든요 근데 패키지 상품을 추가 구입했는데... 제꺼 은행이 공인인증서가 만료가 되어서 이체가 안되는데 죄송한데 이체 좀 부탁드려도 될까요... 하 이게 진짜 민망한데 한국 들어가면 바로 이체키셔 드릴게요.ㅠ 83만 원이요... 입금자명은 제 이름으로 해서 부탁 좀 드립니다...,phishing,지인가족사칭,False,original
[국외발신] {*기존법위반안내문자} 벌금부가내용이 도착하였습니다. 조회하기 https://gourl.kr/AWSRY,phishing,정부공공기관사칭,True,original
"(광고)[배달의민족] [Web발신] (광고)[배달의민족] 오늘 10시 [대한민국vs멕시코] [맥도날드 선착순 29만 원 쿠폰] 포함 [총 108,500원 할인] 혜택이 곧 사라져요 지금 확인하기 https://www.kakaobank.com/5r32jz 무료수신거부 : 0808880219",normal,정상광고프로모션,True,original
"송년회 모임 공지합니다. 장소, 시간 확인 후 꼭 참석해 주세요!! (https://t.ly/92pco",phishing,경조사사칭,True,original
[국제발신] 안녕하세요! ETC 사용 요금 미납 건이 확인되었습니다. 기한 내 납부 부탁드립니다. (https://t.ly/4LRr2,phishing,금융기관사칭,True,real_holdout
아빠! 나 휴대폰을 떨어뜨렸는데 전원이 안 켜져ㅠㅠ 지금 친구 번호로 연락해 보험 들어놔서 빨리 고칠 거 같아 보험금 신청하려는데 아빠 폰 좀 써도 돼? 아빠 계좌번호랑 비밀번호도 좀 알려줘! https://gourl.kr/okodR 이거 링크 눌러서 앱 다운 받으면 내가 알아서 할게 다운만 해줘~,phishing,지인가족사칭,True,real_holdout
[한국택배] 택배 확인 부탁드립니다. https://t.ly/2A1j3,phishing,택배배송사칭,True,real_holdout
[Web발신] [우리은행] 2차 소비쿠폰 11/29 19:28 쌍용스토아신부점 사용 59만 원 잔여 740원,normal,정상카드결제알림,False,original
